trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
21,False,"{'a': 0.01, 'e': 0.9780309147241483}",20,0,-164.98731154065698,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
22,False,"{'a': 0.01, 'e': 0.9758974493306055}",25,0,-130.22643245442376,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
23,False,"{'a': 0.01, 'e': 0.9736663950053749}",20,0,-59.604441317315406,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
24,False,"{'a': 0.01, 'e': 0.9713379748520296}",20,0,-61.0577538421657,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
25,False,"{'a': 0.01, 'e': 0.9689124217106447}",30,0,-149.08016677849608,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
26,False,"{'a': 0.01, 'e': 0.9663899781345132}",20,0,-77.24513455442154,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.01, 'e': 0.9637708963658905}",25,0,-44.764303791220094,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
28,False,"{'a': 0.01, 'e': 0.9610554383107709}",30,0,-80.40342369239708,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
29,False,"{'a': 0.01, 'e': 0.9582438755126972}",20,0,-41.54738025146189,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
30,False,"{'a': 0.01, 'e': 0.955336489125606}",25,0,-189.24911111876634,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
31,False,"{'a': 0.01, 'e': 0.9523335698857134}",30,0,-151.97984596756285,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
32,False,"{'a': 0.01, 'e': 0.9492354180824408}",25,0,-198.99334615244413,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
33,False,"{'a': 0.01, 'e': 0.946042343528387}",25,11,-27.388689382708055,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
34,False,"{'a': 0.01, 'e': 0.9427546655283462}",20,0,-110.15707137202742,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
35,False,"{'a': 0.01, 'e': 0.9393727128473789}",30,0,-85.10099902711697,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
36,False,"{'a': 0.01, 'e': 0.9358968236779348}",35,0,-161.61394792696143,"{0: 21, 1: 5, 2: 6, 3: 1, 4: 2}",0
37,False,"{'a': 0.01, 'e': 0.9323273456060345}",20,0,-35.431771958623024,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
38,False,"{'a': 0.01, 'e': 0.9286646355765102}",25,0,-196.26423786626216,"{0: 12, 1: 3, 2: 7, 3: 0, 4: 3}",0
39,False,"{'a': 0.01, 'e': 0.9249090598573131}",20,0,-95.92842696748367,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
40,False,"{'a': 0.01, 'e': 0.9210609940028851}",20,0,-87.0807801681707,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
41,False,"{'a': 0.01, 'e': 0.9171208228166051}",25,0,-149.3394869304657,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
42,False,"{'a': 0.01, 'e': 0.9130889403123083}",25,0,-136.0224340153263,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
43,False,"{'a': 0.01, 'e': 0.9089657496748851}",30,0,-129.39594367185006,"{0: 23, 1: 1, 2: 3, 3: 0, 4: 3}",0
44,False,"{'a': 0.01, 'e': 0.9047516632199634}",20,0,-108.28436262369567,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
45,False,"{'a': 0.01, 'e': 0.9004471023526769}",20,0,-29.950844566020407,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
46,False,"{'a': 0.01, 'e': 0.8960524975255252}",20,0,-204.0711798048424,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 4}",0
47,False,"{'a': 0.01, 'e': 0.891568288195329}",30,15,-8.816999991161106,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
48,False,"{'a': 0.01, 'e': 0.8869949227792842}",20,0,-42.88761153945641,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
49,False,"{'a': 0.01, 'e': 0.8823328586101215}",25,0,-36.49512377542951,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
50,False,"{'a': 0.01, 'e': 0.8775825618903728}",20,0,-110.99639249013605,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
51,False,"{'a': 0.01, 'e': 0.8727445076457513}",20,7,-29.464201461097907,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
52,False,"{'a': 0.01, 'e': 0.8678191796776499}",20,0,-87.52637581160919,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
53,False,"{'a': 0.01, 'e': 0.862807070514761}",20,0,-65.3619313550667,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
54,False,"{'a': 0.01, 'e': 0.8577086813638242}",20,12,-46.899018346079316,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 1}",1
55,False,"{'a': 0.01, 'e': 0.8525245220595057}",20,0,-92.01624524531832,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",1
56,False,"{'a': 0.01, 'e': 0.8472551110134161}",25,0,-109.04856028458256,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
57,False,"{'a': 0.01, 'e': 0.8419009751622687}",25,0,-132.1766555552838,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
58,False,"{'a': 0.01, 'e': 0.8364626499151869}",20,0,-75.8103202803066,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
59,False,"{'a': 0.01, 'e': 0.8309406791001636}",20,16,6.407055917089031,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.01, 'e': 0.8253356149096783}",20,0,-72.43744543215342,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
61,False,"{'a': 0.01, 'e': 0.8196480178454795}",25,0,-59.84577033203347,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
62,False,"{'a': 0.01, 'e': 0.8138784566625339}",25,0,-152.47534477037755,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
63,False,"{'a': 0.01, 'e': 0.8080275083121519}",30,0,-71.3292380170132,"{0: 18, 1: 5, 2: 7, 3: 0, 4: 0}",0
64,False,"{'a': 0.01, 'e': 0.8020957578842927}",25,0,-89.36961192603955,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.7960837985490558}",25,0,-149.91453304278582,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 4}",0
66,False,"{'a': 0.01, 'e': 0.7899922314973651}",20,0,-84.91198381259802,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.7838216658808492}",20,0,-13.066317341813281,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
68,False,"{'a': 0.01, 'e': 0.7775727187509279}",30,20,-7.5414956830404245,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.7712460149971065}",20,0,-16.03105717418408,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
70,False,"{'a': 0.01, 'e': 0.7648421872844884}",25,0,-111.07706147517996,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
71,False,"{'a': 0.01, 'e': 0.7583618759905082}",25,0,-106.60938721738277,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
72,False,"{'a': 0.01, 'e': 0.7518057291408949}",25,0,-112.0513411064773,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
73,False,"{'a': 0.01, 'e': 0.7451744023448704}",30,0,-47.412170606343906,"{0: 20, 1: 6, 2: 4, 3: 0, 4: 0}",0
74,False,"{'a': 0.01, 'e': 0.7384685587295879}",35,11,-144.50485749000364,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 2}",1
75,False,"{'a': 0.01, 'e': 0.7316888688738209}",25,0,-163.4714672185716,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
76,False,"{'a': 0.01, 'e': 0.7248360107409052}",25,0,-97.52096445805684,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
77,False,"{'a': 0.01, 'e': 0.7179106696109434}",20,0,-69.795647095141,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
78,False,"{'a': 0.01, 'e': 0.7109135380122773}",25,0,-80.55424979978801,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
79,False,"{'a': 0.01, 'e': 0.7038453156522361}",25,0,-74.66612847359167,"{0: 17, 1: 4, 2: 2, 3: 1, 4: 1}",0
80,False,"{'a': 0.01, 'e': 0.6967067093471654}",20,0,-59.81487544606749,"{0: 12, 1: 4, 2: 2, 3: 2, 4: 0}",0
81,False,"{'a': 0.01, 'e': 0.689498432951747}",20,0,-32.670898604952356,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.6822212072876135}",25,0,-32.107374828974336,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.01, 'e': 0.674875760071267}",20,1,-25.802877616770555,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.01, 'e': 0.6674628258413081}",20,2,-57.15479069922097,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 1}",1
85,False,"{'a': 0.01, 'e': 0.6599831458849822}",25,0,-220.26340329799257,"{0: 13, 1: 1, 2: 7, 3: 0, 4: 4}",0
86,False,"{'a': 0.01, 'e': 0.6524374681640519}",35,2,-38.09089552164586,"{0: 24, 1: 4, 2: 5, 3: 0, 4: 0}",1
87,False,"{'a': 0.01, 'e': 0.6448265472400012}",25,13,-37.22840921272098,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
88,False,"{'a': 0.01, 'e': 0.6371511441985802}",25,3,-20.525652114881964,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
